Film_title,Release_year,Runtime,Director,Producer,Writer,Editor,Cinematography,Production Design,Composer,Sound,Genre,Cast,Personal_rating,Average_rating,Letterboxd URL
Leonor Will Never Die,2022,99,Martika Ramirez Escobar,"['Mario Cornejo', 'Armi Rae Cacanindin', 'Monster Jimenez']",['Martika Ramirez Escobar'],['Lawrence S. Ang'],['Carlos Mauricio'],['Eero Yves Francisco'],nan,['Corinne de San Jose'],"['comedy', 'action', 'fantasy']","['Sheila Francisco', 'Bong Cabrera', 'Rocky Salumbides', 'Anthony Falcon', 'Rea Molina', 'Allan Bautista', 'Tami Monsod', 'John Paulo Rodriguez', 'Dido dela Paz', 'Ryan Eigenmann', 'DMs Boongaling', 'Rosario Elena Perez', 'Raion Sandoval', 'Opaline Santos', 'Lawrence S. Ang', 'Martika Ramirez Escobar', 'Rita Ramirez Escobar', 'Miguel Almendras', 'Madeleine Nicolas', 'Michael Christian Cardoz', 'Angelo Mendoza', 'Alfredo Sorima', 'Marol Adelan Eugenio', 'Elias Mabia', 'Antonio Valmonte', 'Pacifico Gayol Jr.', 'Leo Magalued', 'Erick Maturan', 'Rosario Atun', 'Maria Adora Zoleta', 'Mikee Dela Cruz', 'Rodel Precioso', 'Jhemar Caugiran', 'John Torres', 'Sheron R. Dayoc', 'Nawruz Paguidopon', 'Tin Argante', 'Popo Diaz', 'Chales Pandi', 'Tin Velasco', 'Thea Fe Diaz', 'Gianne Bernabe', 'Loraine Barretto', 'Kuya Boy De Lara', 'Ricardo Sanchez', 'Benjie Belena', 'Rico Equiron', 'Jhan Mark Panday', 'Clint Limbas', 'Wilfredo Montano Jr.', 'Alfredo Montano', 'Jorge Bunagan', 'Rudolfo Cabansag', 'Alex Pilapil', 'Erik Penalosa', 'Rodney Teposo', 'Mark Aaron Teposo', 'Maxan Lequigan', 'Louie Gunda', 'Annalyn Martinez', 'Marites Perez', 'Jenalyn Solis', 'Rosemarie Gazam', 'Lina Dizon', 'Romy Pasilan', 'Erika Francheska Castillo', 'Janela Rodriguez', 'Julius Ceymas', 'Leramae Samadio', 'Rowena Atienza', 'Kristine Kintana', 'Victor Villanueva', 'Thea Panganiban', 'RM Alfonso', 'Hazel Praise Vergara', 'Ciara Venezia Roman', 'Chad Angelic Cabigon', 'Marti Salva', 'May Nadal', 'Amando Lucas', 'Val Pulido', 'Erick Gerona', 'Neol Chua', 'Gil Macahis', 'Dante Agdon', 'Helen Anang', 'Jun Modello', 'Willy Concepcion', 'Rose Florendia', 'Sha Parnerio', 'Tricia Bernasor', 'Dada Grifon', 'Julya Rosell', 'Ara Chawdhury', 'Kip Oebanda', 'Relyn A. Tan', 'Ara Generoso', 'Alemberg Ang', 'Elena Ganancial', 'Hedy Ramirez', 'Neil Patrick Rodelas', 'Hogan Aragon', 'Marlon Malacao', 'Zeus Bañas', 'Dindo Ramirez', 'Anthony Bulan', 'Richard Flores', 'Renald Iriczco', 'Bongjon Jose', 'Conrado Jebunga', 'Jeffrey Haya', 'Efren Pelica Jr.', 'Niño Alvarez', 'John Mark Paroma', 'Ronald Malit', 'Gerald Torrejos', 'Bueno Tangonan Jr.', 'Edgar Ebro', 'Aquillano Torrejos Jr.', 'Michael Limcaoco', 'Armando Salonga']",nan,3.81,https://letterboxd.com//film/leonor-will-never-die/
Confessional,2007,90,"Jerrold Tarog, Ruel Dahis Antipuesto","['Bambi Beltran', 'Ruel Dahis Antipuesto']",['Jerrold Tarog'],['Jerrold Tarog'],['Ruel Dahis Antipuesto'],nan,nan,['Jerrold Tarog'],"['thriller', 'drama', 'comedy']","['Publio Briones III', 'Jerrold Tarog', 'Owee Salva', 'Donna Gimeno', 'Jai Rabin', 'Archie Modequillo', 'Paola Aseron', 'Greg Fernandez', 'Kristian Gollon', 'Jude Bacalso', 'Bambi Beltran', 'Ruel Rigor', 'Winston Cabico', 'Christian Linabas', 'Eric Tan Florentino']",nan,3.81,https://letterboxd.com//film/confessional/
A Portrait of the Artist as Filipino,1965,107,Lamberto V. Avellana,['Lamberto V. Avellana'],"['Donato Valentin', 'Trinidad Reyes']",['Enrique Jarlego'],['Mike Accion'],nan,['Mike Velarde'],"['Luis S. Reyes', 'Demetrio Carianga']",['drama'],"['Daisy H. Avellana', 'Naty Crame-Rogers', 'Conrad Parham', 'Vic Silayan', 'Sarah K. Joaquin', 'Nick Agudo', 'Pianing Vidal', 'Koko Trinidad', 'Oscar Keesee', 'Veronica Palileo', 'Nena Perez Rubio', 'Manny Ojeda', 'Rino Bermudez', 'Alfred Burgos', 'Nena Ledesma', 'Polly Anders', 'Miriam Jurado']",nan,3.8,https://letterboxd.com//film/a-portrait-of-the-artist-as-filipino/
At the Top,1971,114,Ishmael Bernal,nan,['Ishmael Bernal'],['Teofilo de Leon'],['Delfin Carretas'],['Cesar Hernando'],['Francisco Buencamino Jr.'],['Luis S. Reyes'],['drama'],"['Rita Gomez', 'Vic Vargas', 'Eddie Garcia', 'Rosemarie Gil', 'Ronaldo Valdez', 'Elvira Manahan', 'Zenaida Amador', 'Subas Herrero', 'Ernie Zarate', 'Joonee Gamboa', 'Ellen Esguerra', 'Ramon Moral', 'Leticia de Guzman', 'Narlina Robles', 'Edwin Tecson', 'Barbara Perez', 'Gloria Romero']",nan,3.8,https://letterboxd.com//film/at-the-top/
Philippine Science,2007,118,Auraeus Solito,nan,['Henry Grageda'],"['Auraeus Solito', 'Mikael Angelo Pestaño']",['Charlie Peralta'],['Dante Nico Garcia'],nan,nan,"['drama', 'comedy']","['Eugene Domingo', 'Gammy Lopez', 'Annicka Dolonius', 'Carl John Barrameda', 'Elijah Castillo', 'Shayne Fajutagana', 'Jonathan Neri', 'EJ Jallorina', 'Alfred Labatos', 'Arnold Reyes', 'Ama Quiambao', 'Bernardo Bernardo', 'Rowena Basco', 'Claudine Najera', 'Micah Muñoz']",nan,3.8,https://letterboxd.com//film/philippine-science/
Sister Stella L.,1984,103,Mike de Leon,nan,"['Mike de Leon', 'Jose F. Lacaba', 'Jose Almojuela']",['Jess Navarro'],['Rody Lacap'],['Cesar Hernando'],['Ding Achacoso'],['Ramon Reyes'],['drama'],"['Vilma Santos', 'Jay Ilagan', 'Gina Alajar', 'Laurice Guillen', 'Tony Santos', 'Anita Linda', 'Liza Lorena', 'Rody Vera', 'Eddie Infante', 'Adul de Leon', 'Malou de Guzman', 'Pen Medina', 'Jojo Sanchez', 'Raquel Villavicencio', 'Fred Capulong', 'Joe Jardi', 'Waldo Reyes', 'Jimmy Reyes', 'George Wendth', 'Fernando Modesto']",nan,3.8,https://letterboxd.com//film/sister-stella-l/
The Dance of Two Left Feet,2011,85,Alvin B. Yapan,['Tonee Acejo'],['Alvin B. Yapan'],['Mai Dionisio'],['Arvin Viola'],['Aped Santos'],nan,nan,['drama'],"['Paulo Avelino', 'Rocco Nacino', 'Jean Garcia']",nan,3.79,https://letterboxd.com//film/the-dance-of-two-left-feet/
The Woman Who Left,2016,227,Lav Diaz,['Lav Diaz'],['Lav Diaz'],['Lav Diaz'],['Lav Diaz'],['Popo Diaz'],nan,['Corinne de San Jose'],['drama'],"['Charo Santos-Concio', 'John Lloyd Cruz', 'Michael De Mesa', 'Nonie Buencamino', 'Shamaine Buencamino', 'Mae Paner', 'Mayen Estanero', 'Marjorie Lorico', 'Lao Rodriguez', 'Kakai Bautista', 'Jo-Ann Requiestas', 'Jean Judith Javier', 'Daniel Palisa']",nan,3.79,https://letterboxd.com//film/the-woman-who-left/
Got 2 Believe,2002,113,Olivia M. Lamasan,nan,"['Olivia M. Lamasan', 'Mia Concio']",['Marya Ignacio'],['Shayne Sarte'],['Nuel C. Naval'],['Jessie Lasaten'],"['Addiss Tabong', 'Alex Tomboc']","['romance', 'comedy']","['Rico Yan', 'Claudine Barretto', 'Vhong Navarro', 'Dominic Ochoa', 'Nikki Valdez', 'Cherry Pie Picache', 'Noel Trinidad', 'Laura James', 'Angel Jacob', 'Wilma Doesnt', 'Maribeth Bichara', 'Jackie Castillejos', 'Nina Ricci Alagao', 'Cherry Lou', 'Alwyn Uytingco']",nan,3.78,https://letterboxd.com//film/got-2-believe/
Dipped in Gold,1970,120,Lino Brocka,nan,"['Lino Brocka', 'Mars Ravelo']",['Felizardo Santos'],['Steve Perez'],['Ariston Dela Paz'],['Doming Valdez'],['Luis S. Reyes'],['drama'],"['Eddie Garcia', 'Lolita Rodriguez', ""Mario O'Hara"", 'Jay Ilagan', 'Hilda Koronel', 'Luis Gonzales', 'Marissa Delgado', 'Veronica Palileo', 'Joonee Gamboa', 'Lorli Villanueva', 'Angie Ferro', 'Tony Carreon', 'Glenn Bernardo', 'Baby K. Jimenez']",nan,3.78,https://letterboxd.com//film/dipped-in-gold/
As We Were,1976,125,Eddie Romero,nan,['Roy Iglesias'],['Ben Barcelon'],['Justo Paulino'],"['Peque Gallaga', 'Laida Lim-Perez']",['Lutgardo Labad'],['Demetrio de Santos'],"['romance', 'war', 'drama']","['Christopher de Leon', 'Gloria Diaz', 'Dranreb Belleza', 'Leopoldo Salcedo', 'Rosemarie Gil', 'Johnny Vicar', 'Tsing Tong Tsai', 'Jaime Fabregas', 'E.A. Rocha', 'Eddie Garcia']",nan,3.78,https://letterboxd.com//film/as-we-were/
Kay Tagal Kang Hinintay,1998,105,Rory B. Quintos,nan,"['Olivia M. Lamasan', 'Mari Mariano']",nan,nan,nan,nan,nan,"['romance', 'drama']","['Judy Ann Santos', 'Rico Yan', 'Jennifer Sevilla', 'Dante Rivero', 'Gloria Sevilla', 'Eva Darren', 'Nikki Valdez', 'Bernard Palanca', 'William Lorenzo', 'Yayo Aguila', 'Minnie Aguilar', 'Tessie Villarama', 'Emmanuel Dela Cruz', 'Idda Yaneza', 'Girlie Alcantara', 'Lui Manansala']",nan,3.77,https://letterboxd.com//film/kay-tagal-kang-hinintay/
Sila-Sila,2019,116,Giancarlo Abrahan,['Giancarlo Abrahan'],['Daniel Saniana'],['Ilsa Malsi'],['Theo Lozada'],"['Whammy Alcazaren', 'Thesa Tang']",['Igo Gonzalez'],['Wapak Studios'],['drama'],"['Gio Gahol', 'Topper Fabregas', 'Bart Guingona', 'Phi Palmos', 'Adrienne Vergara', 'Jasmine Curtis-Smith', 'Dwein Baltazar', 'Sunshine Teodoro', 'Jay Gonzaga', 'Juan Miguel Severo', 'Meanne Espinosa', 'Thea Marabut', 'Boo Gabunada', 'Vincent Pajaba', 'Kych Minemoto', 'Lin Javier']",nan,3.77,https://letterboxd.com//film/sila-sila/
Tisoy!,1977,119,Ishmael Bernal,['Nora Aunor'],['Nonoy Marcelo'],['Augusto Salvador'],['Arnold Alvaro'],nan,['Vanishing Tribe'],"['Rudy Baldovino', 'Jun Martinez']",['comedy'],"['Christopher de Leon', 'Jay Ilagan', 'Charo Santos-Concio', 'Lorli Villanueva', ""Bert 'Tawa' Marcelo"", 'Ruffy Mendoza', 'Dexter Doria', 'Soxy Topacio', 'Pongay', 'Jun Morales', 'Moody Diaz']",nan,3.77,https://letterboxd.com//film/tisoy/
On the Job: The Missing 8,2021,208,Erik Matti,"['Stacey Bascon', 'Michaela Reyes']","['Michiko Yamamoto', 'Erik Matti']",['Jay Halili'],['Neil Bion'],"['Roma Regala', 'Michael N. Espanol']",nan,"['Corinne de San Jose', 'Steven Vesagas']","['action', 'crime']","['John Arcilla', 'Dennis Trillo', 'Dante Rivero', 'Christopher de Leon', 'Lotlot De Leon', 'Leo Martinez', 'Joey Marquez', 'Eric Fructuoso', 'Vandolph', 'Agot Isidro', 'Dolly de Leon', 'Soliman Cruz', 'Lao Rodriguez', 'Andrea Brillantes', 'Ina Feleo', 'Megan Young', 'Levi Ignacio', 'Carlos Siguion-Reyna', 'Rayver Cruz', 'Wendell Ramos', 'Isabelle De Leon', 'Timmy Harn']",nan,3.77,https://letterboxd.com//film/on-the-job-the-missing-8/
Here Comes the Bride,2010,108,Chris Martinez,"['Armando Lao', 'Joji Alonso', 'John Victor Tence']",['Chris Martinez'],['Ike Veneracion'],['Rodolfo Aves Jr.'],['Adelina Leung'],['Von De Guzman'],"['Albert Michael Idioma', 'Addiss Tabong']","['fantasy', 'comedy']","['Angelica Panganiban', 'Eugene Domingo', 'John Lapus', 'Tuesday Vargas', 'Jaime Fabregas', 'Tom Rodriguez', 'Cherry Pie Picache', 'Kim Atienza', 'Ayen Munji-Laurel', 'Cai Cortez', 'Timothy Chan', 'Nico Antonio']",nan,3.76,https://letterboxd.com//film/here-comes-the-bride/
On the Job,2013,119,Erik Matti,nan,"['Michiko Yamamoto', 'Erik Matti']",['Jay Halili'],['Francis Ricardo Buhay III'],['Richard Somes'],['Erwin Romulo'],['Corinne de San Jose'],"['crime', 'thriller', 'action']","['Piolo Pascual', 'Gerald Anderson', 'Angel Aquino', 'Shaina Magdayao', 'Michael De Mesa', 'Rayver Cruz', 'Joel Torre', 'Joey Marquez', 'Empress Schuck', 'Leo Martinez', 'Vivian Velez', 'Rosanna Roces', 'Mon Confiado', 'JM de Guzman', 'William Martinez', 'Dawn Jimenez', 'Niño Muhlach']",nan,3.76,https://letterboxd.com//film/on-the-job/
Respect,2017,100,Alberto Monteras II,['Monster Jimenez'],"['Alberto Monteras II', 'Njel de Mesa']",['Lawrence S. Ang'],['Ike Avellana'],['Popo Diaz'],['Jay Durias'],['Corinne de San Jose'],"['drama', 'crime', 'music']","['Abra', 'Dido De La Paz', 'Loonie', 'Kate Alejandrino', 'Chai Fonacier', 'Silvester Bagadiong', 'Brian Arda', 'Thea Yrastorza', 'Nor Domingo']",nan,3.75,https://letterboxd.com//film/respect-2017/
"My Father, My Mother",1978,117,Lino Brocka,nan,['Orlando Nadres'],['Augusto Salvador'],['Joe Batac'],['Fiel Zabat'],['Lutgardo Labad'],nan,"['comedy', 'drama']","['Dolphy', 'Niño Muhlach', 'Phillip Salvador', 'Marissa Delgado', 'Lorli Villanueva', 'Soxy Topacio', 'Orlando Nadres', 'Larry Leviste', 'Joey Galvez', 'Renee Salud', 'Inday Badiday']",nan,3.76,https://letterboxd.com//film/my-father-my-mother/
Senior Year,2010,94,Jerrold Tarog,['Franco Alido'],['Jerrold Tarog'],['Jerrold Tarog'],['Mackie Galvez'],['Benjamin Padero'],['Johnoy Danao'],"['Jerrold Tarog', 'Nicholas Varela']","['comedy', 'drama', 'family']","['Ina Feleo', 'RJ Ledesma', 'LJ Moreno', 'Che Ramos', 'Arnold Reyes', 'Dimples Romana', 'Ramon Bautista', 'Moises Magisa', 'Madeleine Nicolas', 'Dolly Gutierrez', 'Archie Adamos', 'Aaron Balana', 'Rossanne de Boda', 'Celina Peñaflorida', 'Eric Marquez', 'Frances Bunda', 'Sheila Bulanhagui', 'Daniel Medrana', 'Victor Medina', 'Danielle Afuang', 'Daniel Lumain', 'Mary Loto', 'Nikita Conwi', 'Angeli Bayani', 'Bernard Laxa', 'Kalila Aguilos', 'Anthony Costales', 'Ditas Protacio', 'Ivan Magadia', 'Bani Baldiserri', 'Chrome Cosio', 'Eunice Ablola', 'Kimberly Lynch', 'Janeane Santos']",nan,3.74,https://letterboxd.com//film/senior-year/
Sparks,2014,120,Giancarlo Abrahan,nan,['Giancarlo Abrahan'],['Benjamin Gonzales Tolentino'],['Rommel Sales'],"['Whammy Alcazaren', 'Thesa Tang']",['Mon Espia'],"['Mikko Quizon', 'Adam Newns']","['drama', 'fantasy']","['Eula Valdez', 'Nonie Buencamino', 'Ronnie Lazaro', 'Max Eigenmann', 'Martin del Rosario', 'Sandino Martin', 'Rolando Inocencio', 'Frances Ignacio', 'Pepe Herrera']",nan,3.75,https://letterboxd.com//film/sparks-2014/
100,2008,116,Chris Martinez,nan,['Chris Martinez'],['Ike Veneracion'],['Larry Manda'],['Aby Jamnague-Rivera'],nan,['Mac Vasquez'],['drama'],"['Mylene Dizon', 'Eugene Domingo', 'Tessie Tomas', 'TJ Trinidad', 'Sid Lucero', 'John Lapus', 'Ryan Eigenmann', 'Simon Ibarra', 'Jun King Austria', 'Malou Crisologo', 'Tess Antonio', 'Rycharde Everley', 'Kalila Aguilos', 'Cecil Paz', 'Lance Diaz', 'Bart Guingona', 'Paolo de los Santos', 'Onse Tolentino', 'Dave Tolentino', 'Paolo Cabañero', 'Dennis Nopia', 'Sabel Ventura', 'Arsenia de Leon']",nan,3.75,https://letterboxd.com//film/100-2008/
Mila,2001,116,Joel Lamangan,nan,['Ricardo Lee'],['Tara Illenberger'],['Monino Duque'],['Joey Luna'],['Jessie Lasaten'],nan,['drama'],"['Maricel Soriano', 'Piolo Pascual', 'Princess Punzalan', 'Cherry Pie Picache', 'Kaye Abad', 'Angelica Panganiban', 'Kathleen Hermosa', 'Caridad Sanchez', 'Tony Mabesa', 'Mel Kimura', 'Jim Pebanco', 'Jon Romano', 'Nonie Buencamino', 'Serena Dalrymple', 'Jiro Manio', 'Bea Nicolas', 'Kirby de Jesus', 'Alfred Labatos', 'Mario Magallona', 'Berting Labra', 'Eva Darren', 'Don Laurel', 'Tom Olivar', 'Soliman Cruz', 'Alvin J. Bernales', 'Adrian Alandy', 'Sheila Marie Rodriguez', 'James Patrick Enriquez', 'Banaue Miclat', 'Josie Tagle', 'Angie Castrence', 'Pia Bonina', 'Chi-Chi Atienza', 'Katrina Lindain', 'Jessette Prospero', 'Noel Cabangon', 'Manny Palo', 'Jay Agosto']",nan,3.74,https://letterboxd.com//film/mila/
Mercury Is Mine,2016,97,Jason Paul Laxamana,nan,['Jason Paul Laxamana'],['Mai Calapardo'],['Topel Lee'],['Mark Sabas'],['Vincent de Jesus'],['Immanuel Verona'],"['drama', 'comedy']","['Pokwang', 'Bret Jackson', 'Vincent de Jesus', ""Lee O'Brian"", 'Maey Bautista', 'Bea Vega', 'Mitzi Ong', 'Liya Sarmiento', 'Justine Dizon', 'Waka Hasegawa', 'Uzziel Delamide', 'Kristof Garcia']",nan,3.74,https://letterboxd.com//film/mercury-is-mine/
Bulaklak sa City Jail,1984,110,Mario O'Hara,nan,['Lualhati Bautista'],['Efren Jarlego'],['Johnny Araojo'],['Tony Aguilar'],['Tony Aguilar'],"['Rodel Capule', 'Vic Macamay']","['drama', 'crime']","['Nora Aunor', 'Gina Alajar', 'Celia Rodriguez', 'Perla Bautista', 'Mitch Valdez', 'Zenaida Amador', 'Maritess Rodriguez', 'Gloria Romero', 'Shyr Valdez', 'Ricky Davao', 'Bella Flores', 'German Moreno', 'Augusto Victa', 'Alvin Enriquez']",nan,3.74,https://letterboxd.com//film/bulaklak-sa-city-jail/
Transit,2013,93,Hannah Espia,['Paul Soriano'],['Giancarlo Abrahan'],['Benjamin Gonzales Tolentino'],"['Lyle Sacris', 'Ber Cruz']",['Thesa Tang'],['Mon Espia'],nan,"['drama', 'family']","['Ping Medina', 'Irma Adlawan', 'Jasmine Curtis-Smith', 'Mercedes Cabral', 'Toni Gonzaga', 'Marc Justine Alvarez', 'Yatzuck Azuz', 'Omer Juran', 'Perla Bronstein', 'Roy Shamriz', 'Hana Raz']",nan,3.73,https://letterboxd.com//film/transit-2013/
Ikaw ay Akin,1978,124,Ishmael Bernal,nan,"['Ishmael Bernal', 'Jose N. Carreon']",['Augusto Salvador'],['Sergio Lobo'],['Mel Chionglo'],['Vanishing Tribe'],"['Rolly Ruta', 'Godofredo De Leon', 'Teddy Ramos']","['romance', 'drama']","['Nora Aunor', 'Vilma Santos', 'Christopher de Leon', 'Nick Romano', 'Ellen Esguerra', 'Zandro Zamora', 'Odette Khan', 'Ven Medina', 'Ernie Zarate', 'Angel Confiado', 'Rene Requiestas', 'Ricky Rivero']",nan,3.74,https://letterboxd.com//film/ikaw-ay-akin-1978/
Cain & Abel,1982,109,Lino Brocka,nan,['Ricardo Lee'],['Efren Jarlego'],['Conrado Baltazar'],['Joey Luna'],['Max Jocson'],"['Rudy Baldovino', 'Willy Islao']","['crime', 'thriller', 'action', 'drama']","['Christopher de Leon', 'Phillip Salvador', 'Carmi Martin', 'Cecille Castillo', 'Baby Delgado', 'Mona Lisa', 'Ruel Vernal', 'Michael Sandico', 'Venchito Galvez', 'Tonio Guiterrez', 'Bey Vito', 'Joe Jardi', 'Fred Capulong', 'Jumbo Salvador', 'Greg Sta. Inez', 'Naty Mallares', 'Dante Balois', 'Jonathan Romulo', 'Roger Moring', 'Eddie Ortega', 'SOS Daredevils', 'Ryan Soler', 'James Acuesta', 'Baby Shanny', 'Grace Torres']",nan,3.72,https://letterboxd.com//film/cain-abel/
Sonata,2013,110,"Lore Reyes, Peque Gallaga",['Cherie Gil'],['Wanggo Gallaga'],nan,nan,nan,nan,nan,['drama'],"['Cherie Gil', 'Chart Motus', 'Chino Jalandoni', 'Richard Gomez', 'Joshua Pineda', 'Madie Gallaga', 'Dante Amaguin']",nan,3.73,https://letterboxd.com//film/sonata-2013/
Women of the Weeping River,2016,114,Sheron R. Dayoc,"['Vincent R. Nebrida', 'Sheron R. Dayoc', 'Karim Aitouna', 'Thomas Micoulet']",['Sheron R. Dayoc'],['Carlo Francisco Manatad'],['Rommel Sales'],['Harley Alcasid'],['Kit Mendoza'],"['Albert Michael Idioma', 'Immanuel Verona']",['drama'],"['Laila Putli P. Ulao', 'Sharifa Pearlsia P. Ali-Dans', 'Taha G. Daranda', 'Dalma D. Baginda', 'Hasim P. Kasim', 'Mohammad Yusop A. Hajiraini', 'Ramli T. Abdurahim', 'Mariam Zimadar Caranay-Raper']",nan,3.72,https://letterboxd.com//film/women-of-the-weeping-river/
Billie & Emma,2018,107,Samantha Lee,"['Samantha Lee', 'Phyllis Grae Grande']",['Samantha Lee'],['Ilsa Malsi'],['Mycko David'],['Veronica San Antonio'],['Denise Santos'],nan,"['romance', 'drama']","['Gabby Padilla', 'Zar Donato', 'Cielo Aquino', 'Beauty Gonzalez', 'Ryle Paolo Santiago', 'Shiara Joy Dizon', 'Deo Francisco', 'Phyllis Grande']",nan,3.72,https://letterboxd.com//film/billie-emma/
The Blossoming of Maximo Oliveros,2005,100,Auraeus Solito,['Moira Lang'],['Michiko Yamamoto'],"['Auraeus Solito', 'Clarence Sison']",['Nap Jamir'],"['Christina Dy', 'Clint Catalan', 'Lily Esquillon']",['Pepe Smith'],['Tad Ermitaño'],"['comedy', 'drama']","['Nathan Lopez', 'Soliman Cruz', 'Neil Ryan Sese', 'Ping Medina', 'JR Valentin', 'Bodjie Pascua', 'Elmo Redrico', 'Ivan Camacho', 'Lucito Lopez', 'Jett Desalesa', 'Anastacio Cruz', 'Roychell Torre', 'Peter Anthony Tumbaga', 'Edwin Pamanian', 'Rodney Luengu', 'Claudine Najera', 'Rebecca Padilla', 'Arnold Cruz', 'Julius Ray Caringal', 'Buck Harold Pago', 'Remedios Calinangan', 'Pepe Smith']",nan,3.72,https://letterboxd.com//film/the-blossoming-of-maximo-oliveros/
The Guerilla is a Poet,2013,120,"Sari Dalena, Kiri Dalena",['Keith Sicat'],"['Kiri Dalena', 'Ericson Acosta', 'Keith Sicat', 'Kerima Tariman']","['Kiri Dalena', 'Keith Sicat']",['Kiri Dalena'],['Aba Raissa Lluch Dalena'],['Datu Arellano'],['Raffy Magsaysay'],"['documentary', 'drama']","['Jose Maria Sison', 'Karl Medina', 'Angeli Bayani', 'Chanel Latorre', 'Bong Cabrera', 'RK Bagatsing', 'Lehner Mendoza', 'Lui Manansala', 'Marcus Madrigal', 'Chrome Cosio', 'Jao Mapa', 'Raymond Bagatsing', 'Jess Evardone', 'Bernard Laxa', 'Willie Nepomuceno', 'Anthony Falcon']",nan,3.71,https://letterboxd.com//film/the-guerilla-is-a-poet/
Who Invented the Yoyo? Who Invented the Moon Buggy?,1979,91,Kidlat Tahimik,nan,['Kidlat Tahimik'],"['Karl Fugunt', 'Kidlat Tahimik']",['Kidlat Tahimik'],['Kidlat Tahimik'],nan,"['Manfred Blank', 'Marilou Parente', 'Wilma Oldenburg']","['comedy', 'documentary']","['Kidlat Tahimik', 'Kidlat De Guia', 'Gisela Wolfbauer', 'Homer Abiad', 'Katrin de Guia', 'Virginia de Guia', 'Victor de Guia']",nan,3.72,https://letterboxd.com//film/who-invented-the-yoyo-who-invented-the-moon-buggy/
Sana Dati,2013,100,Jerrold Tarog,"['Jerrold Tarog', 'Daphne Chiu']",['Ramon Ukit'],['Pats R. Ranyo'],['Mackie Galvez'],['Ericson Navarro'],['Jerrold Tarog'],['Roger TJ Rodal'],"['romance', 'drama', 'mystery']","['Lovi Poe', 'Paulo Avelino', 'TJ Trinidad', 'Benjamin Alves', 'Chinggoy Alonzo', 'Carla Martinez', 'Liesl Batucan', 'Ria Garcia', 'Nico Antonio', 'Gee Canlas', 'Nonie Buencamino', 'Menggie Cobarrubias', 'Cai Cortez', 'Bong Cabrera', 'Jess Evardone', 'Gaby Dela Merced', 'Mihk Vergara', 'Star Orjaliza']",nan,3.71,https://letterboxd.com//film/sana-dati/
Bwakaw,2012,104,Jun Robles Lana,nan,['Jun Robles Lana'],['Lawrence S. Ang'],['Carlo Mendoza'],['Joey Luna'],['Jema Pamintuan'],"['Addiss Tabong', 'Alex Tomboc']","['comedy', 'drama']","['Eddie Garcia', 'Armida Siguion-Reyna', 'Joey Paras', 'Soxy Topacio', 'Rez Cortez', 'Bibeth Orteza', 'Beverly Salviejo', 'Luz Valdez', 'Gardo Versoza']",nan,3.71,https://letterboxd.com//film/bwakaw/
Bona,1980,86,Lino Brocka,nan,['Cenen Ramones'],['Augusto Salvador'],['Conrado Baltazar'],['Joey Luna'],['Lutgardo Labad'],nan,['drama'],"['Nora Aunor', 'Phillip Salvador', 'Marissa Delgado', 'Raquel Monteza', 'Venchito Galvez', 'Rustica Carpio', 'Nanding Josef', 'Spanky Manikan', 'Archie Adamos', 'Rene Hawkins', 'Joel Lamangan']",nan,3.7,https://letterboxd.com//film/bona/
Signal Rock,2018,130,Chito S. Roño,nan,['Rody Vera'],['Carlo Francisco Manatad'],['Neil Daza'],['Mark Sabas'],['Erwin Fajardo'],['Albert Michael Idioma'],['drama'],"['Christian Bables', 'Daria Ramirez', 'Nanding Josef', 'Mon Confiado', 'Elora Españo', 'Sue Prado', 'Keanna Reeves', 'Ces Quesada', 'Francis Magundayao', 'Archie Adamos', 'Jomari Angeles', 'Kokoy de Santos', 'Mara Lopez', 'Ruby Ruiz', 'Dido De La Paz', 'Arnold Reyes', 'Menggie Cobarrubias', 'Joel Saracho', 'J.R. Versales', ""Lee O'Brian""]",nan,3.7,https://letterboxd.com//film/signal-rock/
Labs Kita...Okey Ka Lang?,1998,105,Jerry Lopez Sineneng,['Elma S. Medua'],"['Ricardo Lee', 'Jerry Lopez Sineneng', 'Enrico C. Santos', 'Tammy Bejerano']",['Marya Ignacio'],['Joe Batac'],['Gil Morales'],['Nonong Buencamino'],nan,"['comedy', 'romance']","['Jolina Magdangal', 'Marvin Agustin', 'Hilda Koronel', 'Ronaldo Valdez', 'Gina Pareño', 'Meryll Soriano', 'Gio Alvarez', 'Vanessa Del Bianco', 'Vhong Navarro', 'Jeffrey Hidalgo', 'J.R. Herrera', 'John Paul Canero', 'Rex Tanwangco', 'Boom Labrusca', 'Diana Enriquez', 'Gail Valencia', 'Toby Alejar', 'Mel Kimura', 'Christian Candelaria', 'Monica Verallo', 'William Manzano', 'Noreen Aguas', 'Filipinas Gabriel', 'Gertrude Gonzales', 'Biboy Ramirez', 'Derek Carmona']",nan,3.7,https://letterboxd.com//film/labs-kitaokey-ka-lang/
